,first_article,last_article,path_count
3715,Hippopotamus,Snow,3
3716,Money,Human_rights,3
3717,Microsoft,North_Africa,3
3718,Macedon,Maize,3
3719,Actinium,Caspian_Sea,3
3720,Extinct_birds,Writing,3
3721,Microsoft,Adolf_Hitler,3
3722,Suburbs_of_Johannesburg,Climate_change,3
3723,Lyndon_B._Johnson,Kurt_Cobain,3
3724,Arts_and_crafts,Vegetable,3
3725,Louis_XIV_of_France,Lyndon_B._Johnson,3
3726,Recorder,South_Korea,3
3727,Stingray,Impressionism,3
3728,History_of_computing_hardware,Allah,3
3729,Henry_VIII_of_England,Maize,3
3730,Neighbours,Tokyo,3
3731,Civilization,African_Penguin,3
3732,Himalayas,South_Africa,3
3733,Jet_Set_Willy,Bamako,3
3734,Louis_Armstrong,Computer,3
3735,Tony_Blair,Acid_rain,3
3736,Tajikistan,Croatia,3
3737,AT%26T,Chile,3
3738,Trapdoor_spider,Great_Red_Spot,3
3739,Cape_Canaveral,Mary_II_of_England,3
3740,Nazism,Nutrition,3
3741,Capacitance,Astronomy,3
3742,Afghan_Hound,Owl,3
3743,Capacitance,Czech_Republic,3
3744,Cape_Canaveral,Calcium,3
3745,Elephant_shrew,Brussels,3
3746,Nazi_Germany,Flag_of_South_Africa,3
3747,Bismuth,Rock_Pigeon,3
3748,Civilization,Harry_Potter,3
3749,Czech_Republic,Australian_Green_Tree_Frog,3
3750,Tobacco_smoking,History_of_Greece,3
3751,Middle_East,Google,3
3752,Palestinian_territories,Clone_Wars_%28Star_Wars%29,3
3753,New_York_City,North_America,3
3754,Cadmium,Jordan,3
3755,Civilization,New_moon,3
3756,Middle_East,Guinea,3
3757,Atlantic_slave_trade,Pterosaur,3
3758,Lord_Voldemort,Canadian_football,3
3759,Metallurgy,Communism,3
3760,Chelsea_F.C.,The_Bahamas,3
3761,Astronomy,Flag_of_Belarus,3
3762,Neighbours,Beirut,3
3763,DNA_repair,Denmark,3
3764,African_Wild_Dog,Calculus,3
3765,Iridium,Arab-Israeli_conflict,3
3766,Stingray,Joseph_Stalin,3
3767,Adelaide,Mammal,3
3768,Gallium,Science,3
3769,Che_Guevara,Space_Invaders,3
3770,Himalayas,Deity,3
3771,Tobacco_smoking,Windows_2000,3
3772,Celery,Black_hole,3
3773,Asthma,Armenia,3
3774,Chile,BBC,3
3775,Water_Buffalo,Abacus,3
3776,Music,Moon,3
3777,GNU_Project,Wall_Street,3
3778,Copper,Lisbon,3
3779,Amsterdam,Cotton,3
3780,Top_of_the_Pops,Ammonia,3
3781,Art,Byzantine_Empire,3
3782,Cloud,Tour_de_France,3
3783,Quantity,Feather,3
3784,Water_Buffalo,EastEnders,3
3785,Abuja,Lunar_eclipse,3
3786,Equal_Protection_Clause,Dublin,3
3787,Pat_Cash,Strontium,3
3788,Papua_New_Guinea,Neptune,3
3789,Consolation_of_Philosophy,Sugar,3
3790,Mathematics,West_Flemish,3
3791,Baseball,Leeds,3
3792,Canadian_English,Bill_Clinton,3
3793,Lunar_eclipse,Nuclear_power,3
3794,Mozilla_Firefox,Photosynthesis,3
3795,Corrosion,Nashville%2C_Tennessee,3
3796,Papua_New_Guinea,Sputnik_1,3
3797,Corrosion,Cook_Islands,3
3798,Pope,Bob_Dylan,3
3799,Luminiferous_aether,Islam,3
3800,Mining,Atom,3
3801,Marseille,Helsinki,3
3802,Patna,Guinness,3
3803,Cassini-Huygens,Tunis,3
3804,Citizen_Kane,Milan,3
3805,Magic__The_Gathering,Toronto,3
3806,African_Penguin,Ytterbium,3
3807,Colorado_River,Chad,3
3808,Lunar_eclipse,Indian_Ocean,3
3809,Winter,Turtle,3
3810,55_Cancri_c,African_Great_Lakes,3
3811,Novel,Phosphorus_trichloride,3
3812,Gettysburg_Address,Tellurium,3
3813,Abuja,Bill_Clinton,3
3814,Newspaper,Boeing_747,3
3815,Trench_warfare,Utilitarianism,3
3816,Tofu,Stem_cell,3
3817,Tufted_Duck,Berlin_Wall,3
3818,Kuwait,Planetary_nebula,3
3819,Abu_Dhabi,Pythagoras,3
3820,Cloud,Creation-evolution_controversy,3
3821,Atlantic_slave_trade,Investment_banking,3
3822,Casimir_effect,Tiananmen_Square_protests_of_1989,3
3823,Dance,Sugarcane,3
3824,Chocolate,The_Temptations,3
3825,Topology,Light,3
3826,La_Paz,Japanese_yen,3
3827,Edema,Proton,3
3828,Lovage,Elizabeth_II_of_the_United_Kingdom,3
3829,Passenger_Pigeon,Blitzkrieg,3
3830,Chocolate,Cocoa,3
3831,Atlantic_slave_trade,Nitrogen_fixation,3
3832,Summer_Hill%2C_New_South_Wales,Hungary,3
3833,Johannes_Kepler,Star_Trek__The_Original_Series,3
3834,Martinique,Rhodium,3
3835,Bruce_Springsteen,Mammoth_Cave_National_Park,3
3836,Canadian_football,South_Africa,3
3837,Mining,Genoa,3
3838,Tourette_syndrome,Pacific_Ocean,3
3839,Chocolate,AIDS,3
3840,Chocolate,Tree,3
3841,Tourette_syndrome,Horse,3
3842,Microsoft_Windows,Continent,3
3843,Nile,Vanuatu,3
3844,Estonia,Anatomy,3
3845,Tottenham_Hotspur_F.C.,Mount_Nyiragongo,3
3846,Afrikaans,United_Arab_Emirates,3
3847,Madrid,Photography,3
3848,Baseball,Parliament_of_Malaysia,3
3849,Napoleonic_Wars,Bean,3
3850,Acetic_acid,Rail_transport,3
3851,Sea,Lake_District,3
3852,Plant_cell,Leonardo_da_Vinci,3
3853,American_popular_music,Video,3
3854,Medieval_literature,Great_Wall_of_China,3
3855,Tin,Political_philosophy,3
3856,Carcinus_maenas,Riyadh,3
3857,Afrikaans,Invertebrate,3
3858,Botswana,Duran_Duran,3
3859,North_America,England,3
